Var;Geo;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
Production (1000t);Mazowiecki regionalny;0;0;0,51;0,35;0,16;0,63;0,26;0,32;;
Production (1000t);Extra-Regio NUTS 1;;;;;;;;;;
Production (1000t);Extra-Regio NUTS 2;;;;;;;;;;
Production (1000t);Portugal;0;0;0;0;0;0;0;0;0;0
Production (1000t);Continente;0;0;0;0;0;0;0;0;0;0
Production (1000t);Norte;0;0;0;0;0;0;0;0;0;0
Production (1000t);Algarve;0;0;0;0;0;0;0;0;0;0
Production (1000t);Centro (PT);0;0;0;0;0;0;0;0;0;0
Production (1000t);Área Metropolitana de Lisboa;0;0;0;0;0;0;0;0;0;0
Production (1000t);Alentejo;0;0;0;0;0;0;0;0;0;0
Production (1000t);Região Autónoma dos Açores;0;0;0;0;0;0;0;0;0;0
Production (1000t);Região Autónoma dos Açores;0;0;0;0;0;0;0;0;0;0
Production (1000t);Região Autónoma da Madeira;0;0;0;0;0;0;0;0;0;0
Production (1000t);Região Autónoma da Madeira;0;0;0;0;0;0;0;0;0;0
Production (1000t);Extra-Regio NUTS 1;0;0;0;0;0;0;0;0;0;0
Production (1000t);Extra-Regio NUTS 2;0;0;0;0;0;0;0;0;0;0
Production (1000t);Romania;214,69;277,3;278,69;416,37;492,68;440,12;340,82;367,74;255,75;
Production (1000t);Macroregiunea unu;14,5;19,52;49,21;66,13;74,18;67,14;79,26;80,62;;
Production (1000t);Nord-Vest;10,53;12,35;34,93;47,85;50,56;46,94;53,53;52,11;;
Production (1000t);Centru;3,98;7,17;14,27;18,27;23,62;20,21;25,73;28,51;;
Production (1000t);Macroregiunea doi;139,86;160,48;125,42;177,68;212,45;159,23;121,66;158,27;;
Production (1000t);Nord-Est;87,92;79,35;41,72;68,12;86,96;72,17;57,94;74,52;;
Production (1000t);Sud-Est;51,93;81,13;83,71;109,56;125,49;87,06;63,73;83,75;;
Production (1000t);Macroregiunea trei;41,31;74,23;72,02;109,83;120,32;115,44;60,18;70,4;;
Production (1000t);Sud - Muntenia;40,84;73,92;71,55;109,59;120,14;115,19;59,59;70,15;;
Production (1000t);Bucureşti - Ilfov;0,47;0,31;0,47;0,25;0,18;0,25;0,59;0,25;;
Production (1000t);Macroregiunea patru;19,02;23,07;32,04;62,73;85,73;98,31;79,71;58,45;;
Production (1000t);Sud-Vest Oltenia;0,61;3,46;9,11;5,96;7,2;4,55;7,49;6,31;;
Production (1000t);Vest;18,41;19,61;22,93;56,77;78,53;93,76;72,23;52,15;;
Production (1000t);Extra-Regio NUTS 1;;;;;;;;;;
Production (1000t);Extra-Regio NUTS 2;;;;;;;;;;
Production (1000t);Slovenia;1,05;4,69;7,39;7,71;5,33;4,24;5,01;4,81;5,34;
Production (1000t);Slovenija;1,05;4,69;7,39;7,71;5,33;4,24;5,01;4,81;;
Production (1000t);Vzhodna Slovenija;0,87;4,34;6,65;7,07;4,88;3,89;4,66;4,43;;
Production (1000t);Vzhodna Slovenija (NUTS 2010);;;;;;;;;;
Production (1000t);Zahodna Slovenija;0,17;0,35;0,74;0,64;0,46;0,35;0,35;0,38;;
Production (1000t);Zahodna Slovenija (NUTS 2010);;;;;;;;;;
Production (1000t);Extra-Regio NUTS 1;;;;;;;;;;
Production (1000t);Extra-Regio NUTS 2;;;;;;;;;;
Production (1000t);Slovakia;83,91;63,53;94,63;104,82;106,96;119,66;132,2;165,16;98,76;
Production (1000t);Slovensko;83,91;63,53;94,64;104,82;106,96;119,66;132,2;165,16;;
Production (1000t);Bratislavský kraj;0,82;2,65;3,4;3,11;3,58;2;2,21;3,19;;
Production (1000t);Západné Slovensko;15,41;11,65;18,54;14,58;18,31;19,64;19,96;29,92;;
Production (1000t);Stredné Slovensko;20,16;15,81;15,29;16,61;18,03;20,17;21,65;31,14;;
Production (1000t);Východné Slovensko;47,52;33,42;57,4;70,53;67,04;77,84;88,38;100,91;;
Production (1000t);Extra-Regio NUTS 1;;;;;;;;;;
Production (1000t);Extra-Regio NUTS 2;;;;;;;;;;
Production (1000t);Finland;0;0;0;0;0;0;0;0;0;0
Production (1000t);Manner-Suomi;0;0;0;0;0;0;0;0;0;0
Production (1000t);Itä-Suomi (NUTS 2006);;0;;0;0;0;0;0;0;0
Production (1000t);Etelä-Suomi (NUTS 2006);;0;;0;0;0;0;0;0;0
Production (1000t);Länsi-Suomi;0;0;0;0;0;0;0;0;0;0
Production (1000t);Pohjois-Suomi (NUTS 2006);;0;;0;0;0;0;0;0;0
Production (1000t);Helsinki-Uusimaa;0;0;0;0;0;0;0;0;0;0
Production (1000t);Etelä-Suomi;0;0;0;0;0;0;0;0;0;0
Production (1000t);Pohjois- ja Itä-Suomi;0;0;0;0;0;0;0;0;0;0
Production (1000t);Åland;0;0;0;0;0;0;0;0;0;0
Production (1000t);Åland;0;0;0;0;0;0;0;0;0;0
Production (1000t);Extra-Regio NUTS 1;;0;;0;0;0;0;0;0;0
Production (1000t);Extra-Regio NUTS 2;;0;;0;0;0;0;0;0;0
Production (1000t);Sweden;0;0;0;0;0;0;0;0;0;0
Production (1000t);Östra Sverige;;0;0;0;0;0;0;0;0;0
Production (1000t);Stockholm;;0;0;0;0;0;0;0;0;0
Production (1000t);Östra Mellansverige;;0;0;0;0;0;0;0;0;0
Production (1000t);Södra Sverige;;0;0;0;0;0;0;0;0;0
Production (1000t);Småland med öarna;;0;0;0;0;0;0;0;0;0
Production (1000t);Sydsverige;;0;0;0;0;0;0;0;0;0
Production (1000t);Västsverige;;0;0;0;0;0;0;0;0;0
Production (1000t);Norra Sverige;;0;0;0;0;0;0;0;0;0
Production (1000t);Norra Mellansverige;;0;0;0;0;0;0;0;0;0
Production (1000t);Mellersta Norrland;;0;0;0;0;0;0;0;0;0
Production (1000t);Övre Norrland;;0;0;0;0;0;0;0;0;0
Production (1000t);Extra-Regio NUTS 1;;0;0;0;0;0;0;0;0;0
Production (1000t);Extra-Regio NUTS 2;;0;0;0;0;0;0;0;0;0
Production (1000t);European Free Trade Association;;;;;;;;;;
Production (1000t);Iceland;;0;0;0;0;0;0;0;0;0
Production (1000t);Ísland;;0;0;0;0;;0;0;0;0
Production (1000t);Ísland;;;;;;;;0;0;0
Production (1000t);Norway;0;0;;0;0;0;0;0;0;0
Production (1000t);Norge;0;0;;0;0;0;0;0;0;0
Production (1000t);Oslo og Akershus;0;0;;0;0;0;0;;;
Production (1000t);Innlandet;0;0;;0;0;0;0;0;0;0
Production (1000t);Sør-Østlandet (statistical region 2016);0;0;;0;0;0;0;;;
Production (1000t);Agder og Rogaland;0;0;;0;0;0;0;;;
Production (1000t);Vestlandet (statistical region 2016);0;0;;0;0;0;0;;;
Production (1000t);Trøndelag;0;0;;0;0;0;0;0;0;0
Production (1000t);Nord-Norge;0;0;;0;0;0;0;0;0;0
Production (1000t);Oslo og Viken;;;;;;0;0;0;0;0
Production (1000t);Sør-Østlandet;;;;;;0;0;0;0;0
Production (1000t);Vestlandet;;;;;;0;0;0;0;0
Production (1000t);Jan Mayen and Svalbard;;;;;;0;0;0;0;0
Production (1000t);Switzerland;4,02;4,2;4,66;5,84;3,87;5,54;5,43;6,04;6,21;
Production (1000t);Schweiz/Suisse/Svizzera;;3,94;4,66;5,84;3,87;5,54;5,43;6,04;;
Production (1000t);Région lémanique;;1,51;1,81;2,39;1,64;2,65;2,52;2,77;;
Production (1000t);Espace Mittelland;;0,53;0,62;0,72;0,5;0,81;1,06;1,34;;
Production (1000t);Nordwestschweiz;;0,48;0,49;0,57;0,35;0,36;0,4;0,38;;
Production (1000t);Zürich;;0,64;0,83;1,12;0,71;0,92;0,8;0,85;;
Production (1000t);Ostschweiz;;0,46;0,56;0,62;0,38;0,43;0,45;0,49;;
Production (1000t);Zentralschweiz;;0,06;0,06;0,09;0,05;0,03;0,04;0,05;;
Production (1000t);Ticino;;0,27;0,29;0,34;0,24;0,34;0,15;0,16;;
Production (1000t);United Kingdom;0;0;0;0;0;0;0;;;
Production (1000t);North East (UK);;;0;0;0;0;0;;;
Production (1000t);Tees Valley and Durham;;;0;0;0;0;0;;;
Production (1000t);Northumberland and Tyne and Wear;;;0;0;0;0;0;;;
Production (1000t);North West (UK);;;0;0;0;0;0;;;
Production (1000t);Cumbria;;;0;0;0;0;0;;;
Production (1000t);Greater Manchester;;;0;0;0;0;0;;;
Production (1000t);Lancashire;;;0;0;0;0;0;;;
Production (1000t);Cheshire;;;0;0;0;0;0;;;
Production (1000t);Merseyside;;;0;0;0;0;0;;;
Production (1000t);Yorkshire and The Humber;;;0;0;0;0;0;;;
Production (1000t);East Yorkshire and Northern Lincolnshire;;;0;0;0;0;0;;;
Production (1000t);North Yorkshire;;;0;0;0;0;0;;;
Production (1000t);South Yorkshire;;;0;0;0;0;0;;;
Production (1000t);West Yorkshire;;;0;0;0;0;0;;;
Production (1000t);East Midlands (UK);;;0;0;0;0;0;;;
Production (1000t);Derbyshire and Nottinghamshire;;;0;0;0;0;0;;;
Production (1000t);Leicestershire, Rutland and Northamptonshire;;;0;0;0;0;0;;;
Production (1000t);Lincolnshire;;;0;0;0;0;0;;;
Production (1000t);West Midlands (UK);;;0;0;0;0;0;;;
Production (1000t);Herefordshire, Worcestershire and Warwickshire;;;0;0;0;0;0;;;
Production (1000t);Shropshire and Staffordshire;;;0;0;0;0;0;;;
Production (1000t);West Midlands;;;0;0;0;0;0;;;
Production (1000t);East of England;;;0;0;0;0;0;;;
Production (1000t);East Anglia;;;0;0;0;0;0;;;
Production (1000t);Bedfordshire and Hertfordshire;;;0;0;0;0;0;;;
Production (1000t);Essex;;;0;0;0;0;0;;;
Production (1000t);London;;;0;0;0;0;0;;;
Production (1000t);Inner London (NUTS 2010);;;0;0;0;0;0;;;
Production (1000t);Outer London (NUTS 2010);;;0;0;0;0;0;;;
Production (1000t);Inner London - West;;;0;0;0;0;0;;;
Production (1000t);Inner London - East;;;0;0;0;0;0;;;
Production (1000t);Outer London - East and North East;;;0;0;0;0;0;;;
Production (1000t);Outer London - South;;;0;0;0;0;0;;;
Production (1000t);Outer London - West and North West;;;0;0;0;0;0;;;
Production (1000t);South East (UK);;;0;0;0;0;0;;;
Production (1000t);Berkshire, Buckinghamshire and Oxfordshire;;;0;0;0;0;0;;;
Production (1000t);Surrey, East and West Sussex;;;0;0;0;0;0;;;
Production (1000t);Hampshire and Isle of Wight;;;0;0;0;0;0;;;
Production (1000t);Kent;;;0;0;0;0;0;;;
Production (1000t);South West (UK);;;0;0;0;0;0;;;
Production (1000t);Gloucestershire, Wiltshire and Bristol/Bath area;;;0;0;0;0;0;;;
Production (1000t);Dorset and Somerset;;;0;0;0;0;0;;;
Production (1000t);Cornwall and Isles of Scilly;;;0;0;0;0;0;;;
Production (1000t);Devon;;;0;0;0;0;0;;;
Production (1000t);Wales;;;0;0;0;0;0;;;
Production (1000t);West Wales and The Valleys;;;0;0;0;0;0;;;
Production (1000t);East Wales;;;0;0;0;0;0;;;
Production (1000t);Scotland;;;0;0;0;0;0;;;
Production (1000t);Eastern Scotland (NUTS 2013);;;0;0;0;0;0;;;
Production (1000t);South Western Scotland (NUTS 2013);;;0;0;0;0;0;;;
Production (1000t);North Eastern Scotland;;;0;0;0;0;0;;;
Production (1000t);Highlands and Islands;;;0;0;0;0;0;;;
Production (1000t);Eastern Scotland;;;0;0;0;0;0;;;
Production (1000t);West Central Scotland;;;0;0;0;0;0;;;
Production (1000t);Southern Scotland;;;0;0;0;0;0;;;
Production (1000t);Northern Ireland;;;0;0;0;0;0;;;
Production (1000t);Northern Ireland;;;0;0;0;0;0;;;
Production (1000t);Extra-Regio NUTS 1;;;0;0;0;0;0;;;
Production (1000t);Extra-Regio NUTS 2;;;0;0;0;0;0;;;
Production (1000t);Bosnia and Herzegovina;9,12;10,52;18,88;11,88;23,6;24,03;37,63;25,17;;
Production (1000t);Montenegro;0;0;0;0;0;0;0;0;0;0
Production (1000t);Crna Gora;0;0;0;0;0;0;0;0;0;0
Production (1000t);Crna Gora;;;;;;;;0;;
Production (1000t);North Macedonia;0,15;0,02;0;0;0;0;0;0;0;0
Production (1000t);Severna Makedonija;;;;0;0;0;0;0;0;0
Production (1000t);Severna Makedonija;;;;;;;;0;0;0
Production (1000t);Albania;0,4;0,5;0,7;0,5;0,74;0,6;0,44;0,4;;
Production (1000t);Shqipëria;;;;;;;;0,4;;
Production (1000t);Veri;;;;;;;;0,3;;
Production (1000t);Qender;;;;;;;;0;;
Production (1000t);Jug;;;;;;;;0,1;;
Production (1000t);Serbia;545,9;454,43;576,45;461,3;645,61;700,5;751,58;540,21;398,56;
Production (1000t);Srbija - sever;;;;440,3;616,87;656,43;709,3;509,36;;
Production (1000t);Beogradski region;;;;11,8;16,01;25,04;27,08;20,04;;
Production (1000t);Region Vojvodine;;;;428,5;600,86;631,39;682,23;489,32;;
Production (1000t);Srbija - jug;;;;20,9;28,74;44,07;42,27;30,84;;
Production (1000t);Region Šumadije i Zapadne Srbije;;;;19,9;27,41;40,51;40,15;29,09;;
Production (1000t);Region Južne i Istočne Srbije;;;;1,1;1,33;3,56;2,13;1,76;;
Production (1000t);Türkiye;150;150;169,8;144,07;142,44;154,36;158,48;186,26;157,45;
Production (1000t);Istanbul;;;0;0;0;0;0;0;;
Production (1000t);Istanbul;;;;;;0;0;0;;
Production (1000t);Bati Marmara;;;0;0;0;0;0;0;;
Production (1000t);Tekirdag, Edirne, Kirklareli;;;;;;0;0;0;;
Production (1000t);Balikesir, Çanakkale;;;;;;0;0;0;;
Production (1000t);Ege;;;0;1,03;0;0;0;0;;
Production (1000t);Izmir;;;;;;0;0;0;;
Production (1000t);Aydin, Denizli, Mugla;;;;1,03;;0;0;0;;
Production (1000t);Manisa, Afyonkarahisar, Kütahya, Usak;;;;;;0;0;0;;
Production (1000t);Dogu Marmara;;;0;0;0;0;0;0;;
Production (1000t);Bursa, Eskisehir, Bilecik;;;;;;0;0;0;;
Production (1000t);Kocaeli, Sakarya, Düzce, Bolu, Yalova;;;;;;0;0;0;;
Production (1000t);Bati Anadolu;;;0;0;0;0;0;0;;
Production (1000t);Ankara;;;;;;0;0;0;;
Production (1000t);Konya, Karaman;;;;;;0;0;0;;
Production (1000t);Akdeniz;132;131;154,36;129,66;131,25;148,19;150,24;175,97;;
Production (1000t);Antalya, Isparta, Burdur;;;;;;0;0;0;;
Production (1000t);Adana, Mersin;123;122;144,07;119,37;119,04;133,78;135,84;149,22;;
Production (1000t);Hatay, Kahramanmaras, Osmaniye;9;9;10,29;10,29;12,21;14,41;14,41;26,76;;
Production (1000t);Orta Anadolu;;;0;0;0;0;0;0;;
Production (1000t);Kirikkale, Aksaray, Nigde, Nevsehir, Kirsehir;;;;;;0;0;0;;
Production (1000t);Kayseri, Sivas, Yozgat;;;;;;0;0;0;;
Production (1000t);Bati Karadeniz;13;13;12,35;10,29;8,14;5,15;6,17;6,17;;
Production (1000t);Zonguldak, Karabük, Bartin;;;;;;0;0;0;;
Production (1000t);Kastamonu, Çankiri, Sinop;;;;;;0;0;0;;
Production (1000t);Samsun, Tokat, Çorum, Amasya;13;13;12,35;10,29;8,14;5,15;6,17;6,17;;
Production (1000t);Dogu Karadeniz;;;0;0;0;0;0;0;;
Production (1000t);Trabzon, Ordu, Giresun, Rize, Artvin, Gümüshane;;;;;;0;0;0;;
Production (1000t);Kuzeydogu Anadolu;;;0;0;0;0;0;0;;
Production (1000t);Erzurum, Erzincan, Bayburt;;;;;;0;0;0;;
Production (1000t);Agri, Kars, Igdir, Ardahan;;;;;;0;0;0;;
Production (1000t);Ortadogu Anadolu;;;0;0;0;0;0;0;;
Production (1000t);Malatya, Elazig, Bingöl, Tunceli;;;;;;0;0;0;;
Production (1000t);Van, Mus, Bitlis, Hakkari;;;;;;0;0;0;;
Production (1000t);Güneydogu Anadolu;6;6;3,09;3,09;3,05;1,03;2,06;4,12;;
Production (1000t);Gaziantep, Adiyaman, Kilis;;;;;;0;0;0;;
Production (1000t);Sanliurfa, Diyarbakir;1;1;1,03;2,06;3,05;1,03;2,06;2,06;;
Production (1000t);Mardin, Batman, Sirnak, Siirt;5;5;2,06;1,03;;0;0;2,06;;
Production (1000t);Kosovo (under United Nations Security Council Resolution 1244/99);;;;;0;0;0;0;;
Yield (t/ha);European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020);;;;;;;;;;
Yield (t/ha);European Union - 27 countries (from 2020);;;;;;;;;;
Yield (t/ha);European Union - 28 countries (2013-2020);;;;;;;;;;
Yield (t/ha);Belgium;;;;;;;;;;
Yield (t/ha);Région de Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest;;;;;;;;;;
Yield (t/ha);Région de Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest;;;;;;;;;;
Yield (t/ha);Vlaams Gewest;;;;;;;;;;
Yield (t/ha);Prov. Antwerpen;;;;;;;;;;
Yield (t/ha);Prov. Limburg (BE);;;;;;;;;;
Yield (t/ha);Prov. Oost-Vlaanderen;;;;;;;;;;
Yield (t/ha);Prov. Vlaams-Brabant;;;;;;;;;;
Yield (t/ha);Prov. West-Vlaanderen;;;;;;;;;;
Yield (t/ha);Région wallonne;;;;;;;;;;
Yield (t/ha);Prov. Brabant Wallon;;;;;;;;;;
Yield (t/ha);Prov. Hainaut;;;;;;;;;;
Yield (t/ha);Prov. Liège;;;;;;;;;;
Yield (t/ha);Prov. Luxembourg (BE);;;;;;;;;;
Yield (t/ha);Prov. Namur;;;;;;;;;;
Yield (t/ha);Extra-Regio NUTS 1;;;;;;;;;;
Yield (t/ha);Extra-Regio NUTS 2;;;;;;;;;;
Yield (t/ha);Bulgaria;2,51;1,22;1,35;1,81;2,04;1,96;1,41;1,44;1,13;
Yield (t/ha);Severna i yugoiztochna Bulgaria;;;;;;;;;;
Yield (t/ha);Severozapaden;;;;;;;;;;
Yield (t/ha);Severen tsentralen;;;;;;;;;;
Yield (t/ha);Severoiztochen;;;;;;;;;;
Yield (t/ha);Yugoiztochen;;;;;;;;;;
Yield (t/ha);Yugozapadna i yuzhna tsentralna Bulgaria;;;;;;;;;;
Yield (t/ha);Yugozapaden;;;;;;;;;;
Yield (t/ha);Yuzhen tsentralen;;;;;;;;;;
Yield (t/ha);Extra-Regio NUTS 1;;;;;;;;;;
Yield (t/ha);Extra-Regio NUTS 2;;;;;;;;;;
Yield (t/ha);Severna Bulgaria (statistical region 2005);;;;;;;;;;
Yield (t/ha);Czechia;2,28;1,64;2,64;2,41;1,66;2,27;2,33;2,61;2,3;
Yield (t/ha);Cesko;;;;;;;;;;
Yield (t/ha);Praha;;;;;;;;;;
Yield (t/ha);Střední Čechy;;;;;;;;;;
Yield (t/ha);Jihozápad;;;;;;;;;;
Yield (t/ha);Severozápad;;;;;;;;;;
Yield (t/ha);Severovýchod;;;;;;;;;;
Yield (t/ha);Jihovýchod;;;;;;;;;;
Yield (t/ha);Střední Morava;;;;;;;;;;
Yield (t/ha);Moravskoslezsko;;;;;;;;;;
Yield (t/ha);Extra-Regio NUTS 1;;;;;;;;;;
Yield (t/ha);Extra-Regio NUTS 2;;;;;;;;;;
Yield (t/ha);Denmark;;;;;;;;;;
Yield (t/ha);Danmark;;;;;;;;;;
Yield (t/ha);Hovedstaden;;;;;;;;;;
Yield (t/ha);Sjælland;;;;;;;;;;
Yield (t/ha);Syddanmark;;;;;;;;;;
Yield (t/ha);Midtjylland;;;;;;;;;;
Yield (t/ha);Nordjylland;;;;;;;;;;
Yield (t/ha);Extra-Regio NUTS 1;;;;;;;;;;
Yield (t/ha);Extra-Regio NUTS 2;;;;;;;;;;
Yield (t/ha);Germany;;;2,74;3,44;2,44;2,91;2,68;3,12;2,34;
Yield (t/ha);Baden-Württemberg;;;;;;;;;;
Yield (t/ha);Stuttgart;;;;;;;;;;
Yield (t/ha);Karlsruhe;;;;;;;;;;
Yield (t/ha);Freiburg;;;;;;;;;;
Yield (t/ha);Tübingen;;;;;;;;;;
Yield (t/ha);Bayern;;;;;;;;;;
Yield (t/ha);Oberbayern;;;;;;;;;;
Yield (t/ha);Niederbayern;;;;;;;;;;
Yield (t/ha);Oberpfalz;;;;;;;;;;
Yield (t/ha);Oberfranken;;;;;;;;;;
Yield (t/ha);Mittelfranken;;;;;;;;;;
Yield (t/ha);Unterfranken;;;;;;;;;;
Yield (t/ha);Schwaben;;;;;;;;;;
Yield (t/ha);Berlin;;;;;;;;;;
Yield (t/ha);Berlin;;;;;;;;;;
Yield (t/ha);Brandenburg;;;;;;;;;;
Yield (t/ha);Brandenburg;;;;;;;;;;
Yield (t/ha);Bremen;;;;;;;;;;
Yield (t/ha);Bremen;;;;;;;;;;
Yield (t/ha);Hamburg;;;;;;;;;;
Yield (t/ha);Hamburg;;;;;;;;;;
Yield (t/ha);Hessen;;;;;;;;;;
Yield (t/ha);Darmstadt;;;;;;;;;;
Yield (t/ha);Gießen;;;;;;;;;;
Yield (t/ha);Kassel;;;;;;;;;;
Yield (t/ha);Mecklenburg-Vorpommern;;;;;;;;;;
Yield (t/ha);Mecklenburg-Vorpommern;;;;;;;;;;
Yield (t/ha);Niedersachsen;;;;;;;;;;
Yield (t/ha);Braunschweig;;;;;;;;;;
Yield (t/ha);Hannover;;;;;;;;;;
Yield (t/ha);Lüneburg;;;;;;;;;;
Yield (t/ha);Weser-Ems;;;;;;;;;;
Yield (t/ha);Nordrhein-Westfalen;;;;;;;;;;
Yield (t/ha);Düsseldorf;;;;;;;;;;
Yield (t/ha);Köln;;;;;;;;;;
Yield (t/ha);Münster;;;;;;;;;;
Yield (t/ha);Detmold;;;;;;;;;;
Yield (t/ha);Arnsberg;;;;;;;;;;
Yield (t/ha);Rheinland-Pfalz;;;;;;;;;;
Yield (t/ha);Koblenz;;;;;;;;;;
Yield (t/ha);Trier;;;;;;;;;;
Yield (t/ha);Rheinhessen-Pfalz;;;;;;;;;;
Yield (t/ha);Saarland;;;;;;;;;;
Yield (t/ha);Saarland;;;;;;;;;;
Yield (t/ha);Sachsen;;;;;;;;;;
Yield (t/ha);Dresden;;;;;;;;;;
Yield (t/ha);Chemnitz;;;;;;;;;;
Yield (t/ha);Leipzig;;;;;;;;;;
Yield (t/ha);Sachsen-Anhalt;;;;;;;;;;
Yield (t/ha);Sachsen-Anhalt;;;;;;;;;;
Yield (t/ha);Schleswig-Holstein;;;;;;;;;;
Yield (t/ha);Schleswig-Holstein;;;;;;;;;;
Yield (t/ha);Thüringen;;;;;;;;;;
Yield (t/ha);Thüringen;;;;;;;;;;
Yield (t/ha);Extra-Regio NUTS 1;;;;;;;;;;
Yield (t/ha);Extra-Regio NUTS 2;;;;;;;;;;
Yield (t/ha);Estonia;;;;;;;;;;
Yield (t/ha);Eesti;;;;;;;;;;
Yield (t/ha);Eesti;;;;;;;;;;
Yield (t/ha);Extra-Regio NUTS 1;;;;;;;;;;
Yield (t/ha);Extra-Regio NUTS 2;;;;;;;;;;
Yield (t/ha);Ireland;;;;;;;;;;
Yield (t/ha);Éire/Ireland;;;;;;;;;;
Yield (t/ha);Northern and Western;;;;;;;;;;
Yield (t/ha);Southern;;;;;;;;;;
Yield (t/ha);Eastern and Midland;;;;;;;;;;
Yield (t/ha);Border, Midland and Western (NUTS 2013);;;;;;;;;;
Yield (t/ha);Southern and Eastern (NUTS 2013);;;;;;;;;;
Yield (t/ha);Extra-Regio NUTS 1;;;;;;;;;;
Yield (t/ha);Extra-Regio NUTS 2;;;;;;;;;;
Yield (t/ha);Greece;4,03;2,56;1,57;1,98;4,13;3,6;1,86;1,5;3,19;
Yield (t/ha);Voreia Ellada (NUTS 2010);;;;;;;;;;
Yield (t/ha);Anatoliki Makedonia, Thraki (NUTS 2010);;;;;;;;;;
Yield (t/ha);Kentriki Makedonia (NUTS 2010);;;;;;;;;;
Yield (t/ha);Dytiki Makedonia (NUTS 2010);;;;;;;;;;
Yield (t/ha);Thessalia (NUTS 2010);;;;;;;;;;
Yield (t/ha);Kentriki Ellada (NUTS 2010);;;;;;;;;;
Yield (t/ha);Ipeiros (NUTS 2010);;;;;;;;;;
Yield (t/ha);Ionia Nisia (NUTS 2010);;;;;;;;;;
Yield (t/ha);Dytiki Ellada (NUTS 2010);;;;;;;;;;
Yield (t/ha);Sterea Ellada (NUTS 2010);;;;;;;;;;
Yield (t/ha);Peloponnisos (NUTS 2010);;;;;;;;;;
Yield (t/ha);Attiki;;;;;;;;;;
Yield (t/ha);Attiki;;;;;;;;;;
Yield (t/ha);Nisia Aigaiou, Kriti;;;;;;;;;;
Yield (t/ha);Nisia Aigaiou;;;;;;;;;;
Yield (t/ha);Voreio Aigaio;;;;;;;;;;
Yield (t/ha);Notio Aigaio;;;;;;;;;;
Yield (t/ha);Kriti;;;;;;;;;;
Yield (t/ha);Voreia Ellada;;;;;;;;;;
Yield (t/ha);Anatoliki Makedonia, Thraki;;;;;;;;;;
Yield (t/ha);Kentriki Makedonia;;;;;;;;;;
Yield (t/ha);Dytiki Makedonia;;;;;;;;;;
Yield (t/ha);Ipeiros;;;;;;;;;;
Yield (t/ha);Kentriki Ellada;;;;;;;;;;
Yield (t/ha);Thessalia;;;;;;;;;;
Yield (t/ha);Ionia Nisia;;;;;;;;;;
Yield (t/ha);Dytiki Ellada;;;;;;;;;;
Yield (t/ha);Sterea Ellada;;;;;;;;;;
Yield (t/ha);Peloponnisos;;;;;;;;;;
Yield (t/ha);Extra-Regio NUTS 1;;;;;;;;;;
Yield (t/ha);Extra-Regio NUTS 2;;;;;;;;;;
Yield (t/ha);Spain;3,26;3,19;2,95;2,78;2,94;3,29;3,19;3,04;2,73;
Yield (t/ha);Noroeste (ES);;;;;;;;;;
Yield (t/ha);Galicia;;;;;;;;;;
Yield (t/ha);Principado de Asturias;;;;;;;;;;
Yield (t/ha);Cantabria;;;;;;;;;;
Yield (t/ha);Noreste (ES);;;;;;;;;;
Yield (t/ha);País Vasco;;;;;;;;;;
Yield (t/ha);Comunidad Foral de Navarra;;;;;;;;;;
Yield (t/ha);La Rioja;;;;;;;;;;
Yield (t/ha);Aragón;;;;;;;;;;
Yield (t/ha);Comunidad de Madrid;;;;;;;;;;
Yield (t/ha);Comunidad de Madrid;;;;;;;;;;
Yield (t/ha);Centro (ES);;;;;;;;;;
Yield (t/ha);Castilla y León;;;;;;;;;;
Yield (t/ha);Castilla-La Mancha;;;;;;;;;;
Yield (t/ha);Extremadura;;;;;;;;;;
Yield (t/ha);Este (ES);;;;;;;;;;
Yield (t/ha);Cataluña;;;;;;;;;;
Yield (t/ha);Comunidad Valenciana;;;;;;;;;;
Yield (t/ha);Illes Balears;;;;;;;;;;
Yield (t/ha);Sur (ES);;;;;;;;;;
Yield (t/ha);Andalucía;;;;;;;;;;
Yield (t/ha);Región de Murcia;;;;;;;;;;
Yield (t/ha);Ciudad Autónoma de Ceuta;;;;;;;;;;
Yield (t/ha);Ciudad Autónoma de Melilla;;;;;;;;;;
Yield (t/ha);Canarias;;;;;;;;;;
Yield (t/ha);Canarias;;;;;;;;;;
Yield (t/ha);Extra-Regio NUTS 1;;;;;;;;;;
Yield (t/ha);Extra-Regio NUTS 2;;;;;;;;;;
Yield (t/ha);France;2,9;2,75;2,48;2,92;2,6;2,62;2,17;2,85;2,05;
Yield (t/ha);Ile-de-France;;;;;;;;;;
Yield (t/ha);Ile-de-France;;;;;;;;;;
Yield (t/ha);Centre - Val de Loire;;;;;;;;;;
Yield (t/ha);Centre - Val de Loire;;;;;;;;;;
Yield (t/ha);Bourgogne - Franche-Comté;;;;;;;;;;
Yield (t/ha);Bourgogne;;;;;;;;;;
Yield (t/ha);Franche-Comté;;;;;;;;;;
Yield (t/ha);Normandie;;;;;;;;;;
Yield (t/ha);Basse-Normandie ;;;;;;;;;;
